"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@Only_rock_radio Donate @tiorr_2 #internet #radio supporting all genres unsigned indie music playing The #American… https://t.co/TIr6dC6SiZ",FALSE,1,"Only_rock_radio",2022-10-10 21:56:24,TRUE,"1579586706415943680","1579591706663878656","4913320595","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SceneCleaners",0,FALSE,FALSE,NA,NA
"2","Enjoy exciting accounts of realism from the pens of 15 #cops turned authors. “To Serve, Protect, and Write” –… https://t.co/HE3cfYnGNt",FALSE,0,NA,2022-10-10 21:09:40,TRUE,NA,"1579579945655087104",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LaydenRobinson",0,FALSE,FALSE,NA,NA
"3","#Metaverse #Opinion &amp; #Politics #USA #Trending: #Crime, it is the #Democrats tool to increase crime and make… https://t.co/PCO2ZsFLhl",FALSE,0,NA,2022-10-10 20:21:00,TRUE,NA,"1579567695825190917",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MetaversePosts",0,FALSE,FALSE,NA,NA
"4","Someone in #Alabama ought to seriously question #Tuberville #racist comment about race &amp; #crime. Let him know that… https://t.co/3dwDpBzCbg",FALSE,0,NA,2022-10-10 18:56:52,TRUE,NA,"1579546522144112642",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","AlwaysVoteTruth",0,FALSE,FALSE,NA,NA
"5","@DeanPreston instead whining about #USA #blueangels how about fixing rampant #crime  #homelessness #IllegalAliens… https://t.co/QPeo52LoAL",FALSE,0,"DeanPreston",2022-10-10 15:46:33,TRUE,NA,"1579498631153221634","59243738","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JohnnyU31776738",0,FALSE,FALSE,NA,NA
"6","RT @Arrests247: VIOLENT ROBBERY SUSPECT CAPTURED BY DRYDEN OPP – Lake Superior News - https://t.co/z3iPET612I &lt;&lt;&lt; #crime #criminal #police…",FALSE,0,NA,2022-10-10 11:11:34,FALSE,NA,"1579429425552105473",NA,"<a href=""http://aicsystems.co.uk"" rel=""nofollow"">AIC Systems Twitter Feed Bot</a>","AIC_Systems",1,TRUE,FALSE,NA,NA
"7","VIOLENT ROBBERY SUSPECT CAPTURED BY DRYDEN OPP – Lake Superior News - https://t.co/z3iPET612I &lt;&lt;&lt; #crime #criminal… https://t.co/36wahGx0xW",FALSE,0,NA,2022-10-10 11:07:56,TRUE,NA,"1579428511214800897",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Arrests247",1,FALSE,FALSE,NA,NA
"8","RT @helpkpopidols: There's a group of people using technology that can save people's bodily smells like girl's vagina, breath etc. And rece…",FALSE,0,NA,2022-10-10 10:16:17,FALSE,NA,"1579415512739885056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","helpkpopidols",1,TRUE,FALSE,NA,NA
"9","There's a group of people using technology that can save people's bodily smells like girl's vagina, breath etc. And… https://t.co/iDo6nrff5C",FALSE,1,"helpkpopidols",2022-10-10 10:16:10,TRUE,"1577853423923433474","1579415486009606145","1531451874653749249","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","helpkpopidols",1,FALSE,FALSE,NA,NA
"10","RT @SceneCleaners: @Only_rock_radio Donate @tiorr_2 #indie #internet #radio supporting all genres unsigned indie music playing The #America…",FALSE,0,NA,2022-10-10 09:30:38,FALSE,NA,"1579404027108163585",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SceneCleaners",1,TRUE,FALSE,NA,NA
"11","@Only_rock_radio Donate @tiorr_2 #indie #internet #radio supporting all genres unsigned indie music playing The… https://t.co/Hd4wMhrbkg",FALSE,1,"Only_rock_radio",2022-10-10 09:30:30,TRUE,"1579393436855447552","1579403991188148225","4913320595","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SceneCleaners",1,FALSE,FALSE,NA,NA
"12","—The #USA is like a victim in an abusive relationship.
—People know something is terribly wrong but don’t know how… https://t.co/6a0HOUSvE9",FALSE,0,NA,2022-10-10 09:04:35,TRUE,NA,"1579397470685396993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnnFishman",0,FALSE,FALSE,NA,NA
